kernel_name,kernel_type,stream_id,task_id,task_time(us),task_start(ns),task_stop(ns)
43/Cast_tvmbin,kernel AI core task,4,23356,"""1.79""","""1624688334028361244""","""1624688334028363034"""
N/A,memory copy task,4,23357,"""1.07""","""1624688334028363194""","""1624688334028364264"""
348/trans_TransposeD_420_tvmbin,kernel AI core task,4,23358,"""9.32""","""1624688334028364374""","""1624688334028373694"""
348/trans_TransData_421_tvmbin,kernel AI core task,4,23359,"""5.77""","""1624688334028373844""","""1624688334028379614"""
348/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23360,"""146.78""","""1624688334028379764""","""1624688334028526544"""
349/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23361,"""464.31""","""1624688334028526694""","""1624688334028991004"""
349/trans_Cast_422_tvmbin,kernel AI core task,4,23362,"""4.35""","""1624688334028991164""","""1624688334028995514"""
349/trans_TransData_423_tvmbin,kernel AI core task,4,23363,"""6.04""","""1624688334028995674""","""1624688334029001714"""
349/trans_TransposeD_424_tvmbin,kernel AI core task,4,23364,"""5.49""","""1624688334029001874""","""1624688334029007364"""
339/ReluGrad_tvmbin,kernel AI core task,4,23365,"""31.53""","""1624688334029007524""","""1624688334029039054"""
340/atomic_addr_clean-1_340_0_tvmbin,kernel AI core task,4,23366,"""1.24""","""1624688334029039204""","""1624688334029040444"""
340/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23367,"""40.49""","""1624688334029040594""","""1624688334029081084"""
N/A,memory copy task,4,23368,"""0.87""","""1624688334029081234""","""1624688334029082104"""
N/A,memory copy task,4,23369,"""0.84""","""1624688334029082204""","""1624688334029083044"""
341/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23370,"""41.6""","""1624688334029083154""","""1624688334029124754"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23371,"""15.47""","""1624688334029124914""","""1624688334029140384"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23372,"""1.51""","""1624688334029140544""","""1624688334029142054"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23373,"""36.64""","""1624688334029142214""","""1624688334029178854"""
43/Cast_tvmbin,kernel AI core task,4,23374,"""1.73""","""1624688334029179004""","""1624688334029180734"""
N/A,memory copy task,4,23375,"""1.06""","""1624688334029180884""","""1624688334029181944"""
348/trans_TransposeD_420_tvmbin,kernel AI core task,4,23376,"""10.53""","""1624688334029182044""","""1624688334029192574"""
348/trans_TransData_421_tvmbin,kernel AI core task,4,23377,"""5.63""","""1624688334029192724""","""1624688334029198354"""
348/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23378,"""146.88""","""1624688334029198514""","""1624688334029345394"""
349/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23379,"""488.25""","""1624688334029345544""","""1624688334029833794"""
349/trans_Cast_422_tvmbin,kernel AI core task,4,23380,"""4.18""","""1624688334029833954""","""1624688334029838134"""
349/trans_TransData_423_tvmbin,kernel AI core task,4,23381,"""6.09""","""1624688334029838304""","""1624688334029844394"""
349/trans_TransposeD_424_tvmbin,kernel AI core task,4,23382,"""6.27""","""1624688334029844544""","""1624688334029850814"""
339/ReluGrad_tvmbin,kernel AI core task,4,23383,"""31.66""","""1624688334029850964""","""1624688334029882624"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23384,"""255.89""","""1624688334029882774""","""1624688334030138664"""
342/Add_tvmbin,kernel AI core task,4,23385,"""19.43""","""1624688334030138824""","""1624688334030158254"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23386,"""166.07""","""1624688334030158414""","""1624688334030324484"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23387,"""1.34""","""1624688334030324634""","""1624688334030325974"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23388,"""39.99""","""1624688334030326124""","""1624688334030366114"""
N/A,memory copy task,4,23389,"""0.89""","""1624688334030366274""","""1624688334030367164"""
N/A,memory copy task,4,23390,"""0.86""","""1624688334030367274""","""1624688334030368134"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23391,"""217.11""","""1624688334030368234""","""1624688334030585344"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23392,"""41.03""","""1624688334030585514""","""1624688334030626544"""
351/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23393,"""123.89""","""1624688334030626704""","""1624688334030750594"""
352/trans_TransData_425_tvmbin,kernel AI core task,4,23394,"""1547.06""","""1624688334030750754""","""1624688334032297814"""
352/atomic_addr_clean-1_352_0_tvmbin,kernel AI core task,4,23395,"""2.13""","""1624688334032297974""","""1624688334032300104"""
352/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23396,"""62.09""","""1624688334032300264""","""1624688334032362354"""
47/Cast_tvmbin,kernel AI core task,4,23397,"""3.57""","""1624688334032362504""","""1624688334032366074"""
331/trans_TransData_391_tvmbin,kernel AI core task,4,23398,"""1542.77""","""1624688334032366234""","""1624688334033909004"""
331/ReluGrad_tvmbin,kernel AI core task,4,23399,"""211.88""","""1624688334033909164""","""1624688334034121044"""
331/trans_TransData_392_tvmbin,kernel AI core task,4,23400,"""1431.71""","""1624688334034121204""","""1624688334035552914"""
311/Add_tvmbin,kernel AI core task,4,23401,"""214.07""","""1624688334035553084""","""1624688334035767154"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23402,"""258.96""","""1624688334035767314""","""1624688334036026274"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23403,"""1.32""","""1624688334036026434""","""1624688334036027754"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23404,"""39.85""","""1624688334036027914""","""1624688334036067764"""
N/A,memory copy task,4,23405,"""0.88""","""1624688334036067914""","""1624688334036068794"""
N/A,memory copy task,4,23406,"""0.85""","""1624688334036068894""","""1624688334036069744"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23407,"""260.62""","""1624688334036069844""","""1624688334036330464"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23408,"""42.11""","""1624688334036330614""","""1624688334036372724"""
351/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23409,"""128.98""","""1624688334036372884""","""1624688334036501864"""
352/trans_TransData_425_tvmbin,kernel AI core task,4,23410,"""1537.34""","""1624688334036502014""","""1624688334038039354"""
352/atomic_addr_clean-1_352_0_tvmbin,kernel AI core task,4,23411,"""2.05""","""1624688334038039514""","""1624688334038041564"""
352/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23412,"""60.65""","""1624688334038041724""","""1624688334038102374"""
47/Cast_tvmbin,kernel AI core task,4,23413,"""3.51""","""1624688334038102534""","""1624688334038106044"""
331/trans_TransData_391_tvmbin,kernel AI core task,4,23414,"""1538.05""","""1624688334038106194""","""1624688334039644244"""
331/ReluGrad_tvmbin,kernel AI core task,4,23415,"""211.71""","""1624688334039644414""","""1624688334039856124"""
331/trans_TransData_392_tvmbin,kernel AI core task,4,23416,"""1434.02""","""1624688334039856274""","""1624688334041290294"""
332/SliceD_tvmbin,kernel AI core task,4,23417,"""31.27""","""1624688334041290454""","""1624688334041321724"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23418,"""168.2""","""1624688334041321904""","""1624688334041490104"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23419,"""1.33""","""1624688334041490274""","""1624688334041491604"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23420,"""40.42""","""1624688334041491754""","""1624688334041532174"""
N/A,memory copy task,4,23421,"""0.9""","""1624688334041532324""","""1624688334041533224"""
N/A,memory copy task,4,23422,"""0.88""","""1624688334041533324""","""1624688334041534204"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23423,"""260.92""","""1624688334041534304""","""1624688334041795224"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23424,"""42.96""","""1624688334041795384""","""1624688334041838344"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23425,"""17.18""","""1624688334041838504""","""1624688334041855684"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23426,"""1.61""","""1624688334041855834""","""1624688334041857444"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23427,"""40.06""","""1624688334041857594""","""1624688334041897654"""
43/Cast_tvmbin,kernel AI core task,4,23428,"""1.95""","""1624688334041897804""","""1624688334041899754"""
N/A,memory copy task,4,23429,"""1.03""","""1624688334041899914""","""1624688334041900944"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23430,"""5.45""","""1624688334041901054""","""1624688334041906504"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23431,"""4.85""","""1624688334041906664""","""1624688334041911514"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23432,"""39.05""","""1624688334041911664""","""1624688334041950714"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23433,"""224.22""","""1624688334041950894""","""1624688334042175114"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23434,"""2.93""","""1624688334042175274""","""1624688334042178204"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23435,"""6.83""","""1624688334042178374""","""1624688334042185204"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23436,"""4.01""","""1624688334042185364""","""1624688334042189374"""
339/ReluGrad_tvmbin,kernel AI core task,4,23437,"""32.14""","""1624688334042189534""","""1624688334042221674"""
340/atomic_addr_clean-1_340_0_tvmbin,kernel AI core task,4,23438,"""1.37""","""1624688334042221834""","""1624688334042223204"""
340/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23439,"""40.88""","""1624688334042223364""","""1624688334042264244"""
N/A,memory copy task,4,23440,"""0.86""","""1624688334042264404""","""1624688334042265264"""
N/A,memory copy task,4,23441,"""0.91""","""1624688334042265364""","""1624688334042266274"""
341/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23442,"""42.98""","""1624688334042266374""","""1624688334042309354"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23443,"""15.25""","""1624688334042309504""","""1624688334042324754"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23444,"""1.54""","""1624688334042324904""","""1624688334042326444"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23445,"""38.93""","""1624688334042326594""","""1624688334042365524"""
43/Cast_tvmbin,kernel AI core task,4,23446,"""1.73""","""1624688334042365674""","""1624688334042367404"""
N/A,memory copy task,4,23447,"""1.05""","""1624688334042367554""","""1624688334042368604"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23448,"""5.38""","""1624688334042368704""","""1624688334042374084"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23449,"""4.57""","""1624688334042374234""","""1624688334042378804"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23450,"""38.89""","""1624688334042378964""","""1624688334042417854"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23451,"""223.99""","""1624688334042418014""","""1624688334042642004"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23452,"""2.78""","""1624688334042642164""","""1624688334042644944"""
338/trans_TransData_404_tvmbin,kernel AI core task,4,23453,"""6.53""","""1624688334042645104""","""1624688334042651634"""
338/trans_TransposeD_405_tvmbin,kernel AI core task,4,23454,"""3.31""","""1624688334042651794""","""1624688334042655104"""
339/ReluGrad_tvmbin,kernel AI core task,4,23455,"""31.75""","""1624688334042655254""","""1624688334042687004"""
332/SliceD_tvmbin,kernel AI core task,4,23456,"""29.23""","""1624688334042687154""","""1624688334042716384"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23457,"""255.59""","""1624688334042716534""","""1624688334042972124"""
342/Add_tvmbin,kernel AI core task,4,23458,"""20.46""","""1624688334042972284""","""1624688334042992744"""
N/A,event record task,4,23460,"""0.01""","""1624688334043028734""","""1624688334043028744"""
343/SliceD_tvmbin,kernel AI core task,4,23461,"""33.17""","""1624688334043028914""","""1624688334043062084"""
344/trans_TransData_417_tvmbin,kernel AI core task,4,23462,"""167.57""","""1624688334043062234""","""1624688334043229804"""
344/AvgPoolV2Grad_tvmbin,kernel AI core task,4,23463,"""90.55""","""1624688334043229954""","""1624688334043320504"""
345/SliceD_tvmbin,kernel AI core task,4,23464,"""29.45""","""1624688334043320654""","""1624688334043350104"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23465,"""255.38""","""1624688334043350264""","""1624688334043605644"""
342/Add_tvmbin,kernel AI core task,4,23466,"""20.13""","""1624688334043605794""","""1624688334043625924"""
N/A,event record task,4,23468,"""0.01""","""1624688334043669644""","""1624688334043669654"""
343/SliceD_tvmbin,kernel AI core task,4,23469,"""32.42""","""1624688334043669804""","""1624688334043702224"""
344/trans_TransData_417_tvmbin,kernel AI core task,4,23470,"""167.08""","""1624688334043702384""","""1624688334043869464"""
344/AvgPoolV2Grad_tvmbin,kernel AI core task,4,23471,"""91.37""","""1624688334043869624""","""1624688334043960994"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23472,"""253.36""","""1624688334043961154""","""1624688334044214514"""
342/Add_tvmbin,kernel AI core task,4,23473,"""20.28""","""1624688334044214684""","""1624688334044234964"""
346/SliceD_tvmbin,kernel AI core task,4,23474,"""33.69""","""1624688334044235124""","""1624688334044268814"""
163/Add_tvmbin,kernel AI core task,4,23475,"""18.42""","""1624688334044268974""","""1624688334044287394"""
N/A,event record task,4,23477,"""0.0""","""1624688334044330194""","""1624688334044330194"""
346/SliceD_tvmbin,kernel AI core task,4,23478,"""30.64""","""1624688334044330374""","""1624688334044361014"""
344/trans_TransData_417_tvmbin,kernel AI core task,4,23479,"""166.35""","""1624688334044361174""","""1624688334044527524"""
344/AvgPoolV2Grad_tvmbin,kernel AI core task,4,23480,"""89.06""","""1624688334044527684""","""1624688334044616744"""
342/trans_TransData_416_tvmbin,kernel AI core task,4,23481,"""252.4""","""1624688334044616904""","""1624688334044869304"""
342/Add_tvmbin,kernel AI core task,4,23482,"""20.13""","""1624688334044869474""","""1624688334044889604"""
347/SliceD_tvmbin,kernel AI core task,4,23483,"""33.34""","""1624688334044889764""","""1624688334044923104"""
333/trans_TransData_393_tvmbin,kernel AI core task,4,23484,"""167.19""","""1624688334044923264""","""1624688334045090454"""
333/atomic_addr_clean-1_333_0_tvmbin,kernel AI core task,4,23485,"""1.46""","""1624688334045090624""","""1624688334045092084"""
333/BNTrainingUpdateGrad_tvmbin,kernel AI core task,4,23486,"""40.45""","""1624688334045092244""","""1624688334045132694"""
N/A,memory copy task,4,23487,"""0.78""","""1624688334045132844""","""1624688334045133624"""
N/A,memory copy task,4,23488,"""0.9""","""1624688334045133724""","""1624688334045134624"""
334/trans_TransData_396_tvmbin,kernel AI core task,4,23489,"""236.34""","""1624688334045134724""","""1624688334045371064"""
334/BNTrainingReduceGrad_tvmbin,kernel AI core task,4,23490,"""42.93""","""1624688334045371224""","""1624688334045414154"""
335/Conv2DBackpropInputD_tvmbin,kernel AI core task,4,23491,"""17.09""","""1624688334045414314""","""1624688334045431404"""
336/atomic_addr_clean-1_336_0_tvmbin,kernel AI core task,4,23492,"""1.51""","""1624688334045431554""","""1624688334045433064"""
336/Conv2DBackpropFilterD_tvmbin,kernel AI core task,4,23493,"""38.08""","""1624688334045433224""","""1624688334045471304"""
43/Cast_tvmbin,kernel AI core task,4,23494,"""1.7""","""1624688334045471454""","""1624688334045473154"""
N/A,memory copy task,4,23495,"""1.07""","""1624688334045473274""","""1624688334045474344"""
337/trans_TransposeD_401_tvmbin,kernel AI core task,4,23496,"""4.59""","""1624688334045474444""","""1624688334045479034"""
337/trans_TransData_402_tvmbin,kernel AI core task,4,23497,"""4.81""","""1624688334045479144""","""1624688334045483954"""
337/DepthwiseConv2DBackpropInputD_tvmbin,kernel AI core task,4,23498,"""38.86""","""1624688334045484064""","""1624688334045522924"""
338/DepthwiseConv2DBackpropFilterD_tvmbin,kernel AI core task,4,23499,"""223.83""","""1624688334045523044""","""1624688334045746874"""
338/trans_Cast_403_tvmbin,kernel AI core task,4,23500,"""2.8""","""1624688334045747034""","""1624688334045749834"""
